exp_id,model,features,n_features,n_windows,val_days,mean_ic,std_ic,w1_ic,w2_ic,w3_ic,w4_ic,w5_ic,w6_ic,w7_ic,w8_ic,w9_ic,w10_ic,params,note
20260425_223029,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|vol_20d|volume_z_20d|turnover_ma_20d|close_over_ma20|close_over_ma60|rsi_14|ret_5d_rank|ret_20d_rank|vol_20d_rank,14,5,21,0.0135,0.063,0.0469,-0.0444,-0.0513,0.118,-0.0018,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 10, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}",Winsorize+��ҵ���Ի�
20260425_223428,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|vol_20d|volume_z_20d|turnover_ma_20d|close_over_ma20|close_over_ma60|rsi_14|ret_5d_rank|ret_20d_rank|vol_20d_rank,14,5,21,-0.0036,0.0568,-0.0148,-0.0539,-0.0549,0.1002,0.0052,,,,,,"{'max_depth': 3, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}","����A: depth=3,mcw=20,lam=5"
20260425_223452,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|vol_20d|volume_z_20d|turnover_ma_20d|close_over_ma20|close_over_ma60|rsi_14|ret_5d_rank|ret_20d_rank|vol_20d_rank,14,5,21,0.0096,0.0678,0.0469,-0.0575,-0.061,0.1194,0.0002,,,,,,"{'max_depth': 4, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 3.0, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}","����B: depth=4,mcw=20,lam=3"
20260425_223505,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|vol_20d|volume_z_20d|turnover_ma_20d|close_over_ma20|close_over_ma60|rsi_14|ret_5d_rank|ret_20d_rank|vol_20d_rank,14,5,21,0.0151,0.0643,0.0526,-0.0528,-0.0505,0.1167,0.0095,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}","����C: depth=5,mcw=20,lam=5,sub=0.6"
20260425_230327,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank,23,5,21,nan,nan,,,,,,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",23����+ʵ��C����
20260425_231231,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank,23,5,21,0.017,0.0283,0.0603,-0.0095,-0.0148,0.012,0.0369,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",23����+ʵ��C����
20260425_231511,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank,23,5,21,0.0155,0.0241,0.0407,-0.0058,-0.0148,0.012,0.0453,,,,,,"{'max_depth': 5, 'n_estimators': 600, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.02, 'subsample': 0.6, 'colsample_bytree': 0.6}","lr=0.02,n=600"
20260425_231733,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank,23,5,21,0.0155,0.0246,0.0508,-0.0058,-0.0148,0.012,0.0352,,,,,,"{'max_depth': 5, 'n_estimators': 500, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.03, 'subsample': 0.6, 'colsample_bytree': 0.6}","lr=0.03,n=500"
20260426_195433,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank,27,5,21,0.0189,0.0583,0.0363,-0.0549,-0.0411,0.098,0.0564,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",23����+PE/PB������
20260426_195828,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank,27,5,21,0.0189,0.0583,0.0363,-0.0549,-0.0411,0.098,0.0564,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",23����+ֻ��PB
20260426_200433,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank,25,5,21,0.0082,0.0771,0.0276,-0.0842,-0.0711,0.1225,0.046,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",23����+ֻ��PB
20260426_201245,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|amihud|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|amihud_rank|pb_rank|pe_ttm_rank,29,5,21,0.0096,0.0666,0.0448,-0.0778,-0.0624,0.0862,0.0572,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",29����+Amihud
20260426_203412,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|roe|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|roe_rank,29,5,21,-0.0083,0.0517,0.0461,-0.0759,-0.0657,0.0324,0.0217,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",29����+ROE
20260426_204221,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|idx_ret_5d|idx_ret_20d|idx_vol_20d|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank,30,5,21,0.0034,0.0512,0.0242,-0.0207,-0.0789,0.0749,0.0174,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",30����+�г�״̬
20260429_155148,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank,27,5,21,0.0052,0.0666,0.0503,-0.0538,-0.0946,0.0733,0.0509,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",���ݸ�����4/29����seed=42
20260429_161013,lgbm,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank,27,5,21,0.0141,0.0758,0.0399,-0.0663,-0.0771,0.1236,0.0503,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",LightGBM�Ա�
20260429_165213,lgbm,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank,27,10,21,-0.0143,0.0489,-0.0144,0.0244,-0.0721,-0.0751,-0.0107,0.0619,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",10������֤�ȶ���
20260429_165546,lgbm,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank,27,10,21,0.015,0.0718,-0.0479,0.0438,-0.0526,-0.0494,0.1407,0.0556,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",10���� seed=42 num_leaves=8
20260429_223951,lgbm,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0034,0.0464,0.0473,-0.0564,-0.0489,0.0274,0.0476,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 10, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}",��������ȯ���� margin_buy_ratio+margin_bal_chg
20260429_224033,lgbm,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank,27,5,21,-0.0019,0.0462,0.0365,-0.049,-0.0637,0.0152,0.0515,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 10, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8}",baseline ��margin����
20260429_224134,lgbm,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0162,0.035,0.0573,0.0197,-0.0391,-0.0043,0.0471,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 10, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",margin + baseline params reg5 sub0.6
20260429_231528,lgbm,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,10,21,-0.0023,0.0442,-0.0753,0.0393,0.0158,-0.0407,-0.0043,0.0511,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_samples': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",10���� M4 LightGBM num_leaves=8 margin
20260502_085624,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0111,0.0734,0.0453,-0.1048,-0.0346,0.1078,0.0415,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 0.1, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lambda_sweep_lam=0.1
20260502_085632,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0135,0.0774,0.0446,-0.1039,-0.0355,0.1239,0.0383,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 0.5, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lambda_sweep_lam=0.5
20260502_085641,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0118,0.0729,0.0450,-0.1041,-0.0324,0.1070,0.0435,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 1.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lambda_sweep_lam=1.0
20260502_085649,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0114,0.0727,0.0439,-0.1042,-0.0342,0.1045,0.0470,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 2.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lambda_sweep_lam=2.0
20260502_085657,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0070,0.0768,0.0406,-0.1185,-0.0358,0.1034,0.0455,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 5.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lambda_sweep_lam=5.0
20260502_085706,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0162,0.0767,0.0532,-0.1018,-0.0342,0.1205,0.0434,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lambda_sweep_lam=10.0
20260502_085714,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0098,0.0710,0.0459,-0.1078,-0.0289,0.0955,0.0444,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 20.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lambda_sweep_lam=20.0
20260502_085822,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0162,0.0767,0.0532,-0.1018,-0.0342,0.1205,0.0434,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_lam10_31feat_含margin
20260502_122726,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,-0.0120,0.0508,0.0173,-0.0853,-0.0520,0.0021,0.0579,,,,,,"{'max_depth': 3, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_depth_sweep_d=3
20260502_122734,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0143,0.0839,0.0362,-0.1129,-0.0387,0.1332,0.0539,,,,,,"{'max_depth': 4, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_depth_sweep_d=4
20260502_122743,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0162,0.0767,0.0532,-0.1018,-0.0342,0.1205,0.0434,,,,,,"{'max_depth': 5, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_depth_sweep_d=5
20260502_122751,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0198,0.0756,0.0672,-0.0961,-0.0329,0.1179,0.0428,,,,,,"{'max_depth': 6, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_depth_sweep_d=6
20260502_123047,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0198,0.0756,0.0672,-0.0961,-0.0329,0.1179,0.0428,,,,,,"{'max_depth': 6, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_depth_sweep_d=6
20260502_123056,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0228,0.0596,0.0661,-0.0761,-0.0154,0.0813,0.0579,,,,,,"{'max_depth': 7, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_depth_sweep_d=7
20260502_123105,xgb,ret_1d|ret_5d|ret_10d|ret_20d|ret_60d|ret_120d|vol_20d|volume_z_20d|turnover_ma_20d|vol_ratio_5_20|close_over_ma20|close_over_ma60|rsi_14|macd_hist|bb_position|bb_width|dist_52w_high|dist_52w_low|pb|pe_ttm|margin_buy_ratio|margin_bal_chg|ret_5d_rank|ret_20d_rank|vol_20d_rank|macd_hist_rank|bb_position_rank|pb_rank|pe_ttm_rank|margin_buy_ratio_rank|margin_bal_chg_rank,31,5,21,0.0259,0.0500,0.0579,-0.0498,-0.0105,0.0909,0.0410,,,,,,"{'max_depth': 8, 'n_estimators': 400, 'min_child_weight': 20, 'reg_lambda': 10.0, 'learning_rate': 0.05, 'subsample': 0.6, 'colsample_bytree': 0.6}",XGB_depth_sweep_d=8
